PN,No.,Gloss,PLa,CW-QY,C-WC,C-QS,C-LJ,C-LB,C-CJ,CE-YA,W-SZP,W- SLZ,W-DT,W-YL,E-DC,E-TS,E-HS,XZ,MD,Eka,YL,YL (old),PTB,Chinese,Frame,PB (Matisoff 2003),PN (Bradley 1979b),PLa initial,PLa rhyme,PLa tone
580,792,defecate,kʰji²ɛ²,tsʰɿ²¹ɛ̤²¹,tsʰɿ²¹ɛ²¹,kʰi²¹hɑ⁵⁵,tsʰɿ²¹hã⁵⁵,,tɕʰi²¹hɑ⁵⁵,tɕʰi²¹hã⁵⁵,tsʰɿ²¹ɛ̃˞²¹,tsʰɿ²¹ɛ̃˞²¹,tsʰɿ²¹ɛ̃˞²¹,tsʰɿ²¹ɛ̃²¹,tɕʰi²¹xɔ⁵⁵,tsʰɿ²¹ɛ̃²¹,tɕʰi²¹hɔ⁵⁵,tsʰɿ²¹ɛ̃˞²¹,ɛ²¹,tɕʰi²¹ɛ²⁴,tsʰɿ²¹ɛ˞²¹,,,解大便,他__过,ʔe:k,*ʔ-ko²,0,ɛ,2
,792,defecate,kʰji²ɛ²,tsʰɿ²¹ɛ̤²¹,tsʰɿ²¹ɛ²¹,kʰi²¹hɑ⁵⁵,tsʰɿ²¹hã⁵⁵,tsʰɿ²¹ɛ²¹,tɕʰi²¹hɑ⁵⁵,tɕʰi²¹hã⁵⁵,tsʰɿ²¹ɛ̃˞²¹,tsʰɿ²¹ɛ̃˞²¹,tsʰɿ²¹ɛ̃˞²¹,tsʰɿ²¹ɛ̃²¹,tɕʰi²¹xɔ⁵⁵,tsʰɿ²¹ɛ̃²¹,tɕʰi²¹hɔ⁵⁵,tsʰɿ²¹ɛ̃˞²¹,ɛ²¹,tɕʰi²¹ɛ²⁴,tsʰɿ²¹ɛ˞²¹,,,解大便,他__过,ʔe:k,*ʔ-ko²,kʰj,i,2
581,793,urinate,zi²tʃʰe̠H,zɿ²¹tɕʰɛ̠³³,zɿ²¹tɕʰiɛ̠³³,zɿ²¹tɕʰiɛ̠³³,zɿ²¹tɕʰɛ̠³³,zɿ²¹tɕʰiɛ̠³³,zɿ²¹tɕʰiɛ̠³³,zɿ²¹tɕʰiɛ³³,zɿ²¹tɕʰi⁴⁴,zɿ²¹tɕʰi³³,zɿ²¹tɕʰi⁴⁴,zɿ²¹tɕʰɛ⁴⁴,zɿ²¹tɕʰi³³,zɿ²¹tɕʰi³³,zɿ²¹pi⁵⁵,zɿ²¹tɕʰi³³,su²¹,tɕi⁵⁵xɨ²¹,zɿ²¹tɕʰi⁵³,,,解小便,他__过,,*ʃi²,tʃʰ,e̠,H
585,794,scratch (a),kje̠H,tɕɛ̠³³,tɕɛ̠³³,tɕɛ̠³³,tɕɛ̠³³,tɕiɛ̠³³,tɕiɛ̠³³,,tɕi⁴⁴,tɕi⁴⁴,tɕi⁴⁴,tɕɛ⁴⁴,,ni²¹,,tɕiɛ̠³³,kɛ³³,kʰi³³,,,,挠/搔,他__过,m-kret,*m-krakH ~ m-prakH,kj,e̠,H
585,794,scratch (b),ku²,,,,,,,kɨ²¹,,,,,kɤ̪²¹,,kɤ̪²¹,,,,,,,挠/搔,他__过,m-kret,*m-krakH ~ m-prakH,k,u,2
598,795,live (a),zɛ¹,zɛ⁵⁵,zɛ⁵⁵,,zɛ⁵⁵,,,,zɛ²⁴,,zɛ²⁴,,,zɛ²⁴,,,,,zɛ˞³³,,,活,他__过,,*c/jya² & ni²,z,ɛ,1
598,795,live (b),ka²,,,kɑ²¹,,kɑ²¹,kɑ²¹,ka²¹,,xa⁵³,,ka²¹,ka⁴²,,kɔ̠²¹,xo³³,ko²¹,ko⁵⁵a⁵⁵ŋa³³,,,,活,他__过,,*c/jya² & ni²,z,ɛ,1
602,796,exchange,pa¹,pa⁵⁵,pɑ⁵⁵,pɑ⁵⁵,pa⁵⁵,pɑ⁵⁵,pɑ⁵⁵,pa⁵⁵,pa²⁴,pa²⁴,po²⁴,pɐ⁴⁴,pɔ⁵⁵,pu⁵⁵,pɔ⁵⁵,po⁴⁵³,po⁵⁵,po²⁴xɛ³³,pa³³,,,交换,他__过,,*ʔ-pa¹,p,a,1
718,797,butt,tʰu³,tʰu³³,tʰu³³,tʰu³³,tʰu³³,gv̩³³ta⁵⁵tiɛ³³,tʰu³³,di²¹tsɿ⁵⁵,tʰv̩³³,tʂuaŋ⁵⁵,tʰu³³n̩²¹de⁵³,tʰv̩³³,tuɛ³³dzɿ²⁴,pʰə⁵⁵tʰɤ̪³³,tʰi³³kɛ⁵⁵,kʰao³³hĩ³³,tɛ²¹,tʰɨ⁵⁵xɛ³³,"naŋ⁵⁵a³³, gɨ⁵⁵",,,(用头)碰撞,他__过,,*m-krapH & *ʔ-m-coŋ³ & *toŋ¹,tʰ,u,3
507,798,white (a),pʰu¹,fv̩⁵⁵,fv̩⁵⁵,fv̩⁵⁵,fv̩⁵⁵,,fv̩⁵⁵,xə⁵⁵,fv̩²⁴,ja³³fv̩²⁴,pᶠʰv̩²⁴,,fɤ̪⁵⁵,fɯ⁵⁵,fɤ̪⁵⁵,pᶠʰɤ̪˞⁴⁵³,pʰu⁵⁵,pʰv̩²⁴,pʰv̩³³,,,白,它_了,,*plu¹,pʰ,u,1
507,798,white (b),ʔve̠H,ʔvɛ̠³³,viɛ̠³³,,væ̠³³,viɛ̠³³,vi̠ɛ³³,,vɛ⁴⁴,ve⁴⁴,ve⁴⁴,vɛ⁴⁴,,,vi³³,,,,,,,白,它_了,,*plu¹,ʔv,e̠,H
503,799,black,ʔne̠H,ʔnɛ̠³³,niɛ̠³³,niɛ̠³³,næ̠³³,niɛ̠³³,ni̠ɛ³³,niɛ̠³³,nɛ⁴⁴,ne⁵⁵,ne⁴⁴,nɛ⁴⁴,nei³³,ni³³,ni̠³³,nɛi³³,nɛ̠³³,ni̠³³,ni⁵³,,,黑,它_了,s-nakH,*C-nakH,ʔn,e̠,H
502,800,red,ʔni¹,ʔɲi⁵⁵f̩²¹,ĩ⁵⁵fv̩²¹,ə̃⁵⁵,ĩ⁵⁵fv̩²¹,ĩ⁵⁵,n̩⁵⁵,ɑn³⁵hu²¹,i⁵⁵fv̩²¹,i²⁴,ĩ²⁴,ni⁴⁴,ni⁵⁵,ĩ⁵⁵,n̩⁵⁵fɨ³³,ĩ⁴⁵³,ni⁵⁵,ni²⁴,ʔi³³,24,,红,它_了,ni X nya,*ʔ-ni¹,ʔn,i,1
506,801,yellow,ʃɛ¹,ɕɛ⁵⁵,ʂɛ⁵⁵,ɕɛ⁵⁵,ʂa⁵⁵,ʂɛ⁵⁵,ɕɛ⁵⁵,ã³³sɛ⁵⁵hɑ̤²¹,ʂɛ˞²⁴,ʂɛ˞²⁴,ʂɛ˞²⁴,ʂə⁴⁴,sɛ⁵⁵,sɛ⁵⁵,ʂɛ˞⁵⁵,ʂɛ˞⁴⁵³,ɕɛ⁵⁵,ɕɛ²⁴,sɛ˞³³,24,,黄,它_了,s-rwəy¹,*s-rwe¹,ʃ,ɛ,1
505,802,blue,ʔni¹,ʔɲi⁵⁵tʂʅ³³,ĩ⁵⁵tʂʅ³³,ɑ²¹n̩⁵⁵tsɿ³³,ĩ⁵⁵tʂʅ³³,ĩ⁵⁵kʰɨ²¹,,a³⁵mɨ²¹,,lan²¹,lan²¹,,tɕʰɛ⁵⁵,lɤ̪³³,,lɤ̪˞³³,"kʰiu⁵⁵, kʰi⁵⁵wu⁵⁵",nɨ²⁴,tʂʰɛ˞³³,24,,蓝,它_了,s-ŋow,*bra¹ & *[lan],ʔn,i,1
508,803,green,ʔni¹,ʔɲi⁵⁵tʂʅ³³,ĩ⁵⁵kʰɨ²¹,ɑ²¹n̩⁵⁵tsɿ³³,ĩ⁵⁵tʂʅ³³,ĩ⁵⁵wu²¹,"ɑ²¹n̩⁵⁵mɨ²¹, ɑ²¹n̩⁵⁵wu²¹",ɑn³⁵tsɿ³³,ni⁴⁴kʰɨ⁵³,i⁵⁵kʰɨ⁵³,ĩ³³kʰɨ⁵³,ɲɛ⁴⁴kʰɨ⁵³,lə³³,lɤ̪³³,n̩⁵⁵mɨ³³,,"kʰɛŋ⁵⁵, kʰi⁵⁵mu²¹",ɛ²¹nio⁵³,lo⁵³,,,绿,它_了,s-ŋow,*ʔ-ɲo¹,ʔn,i,1
509,804,grey,pʰɛ¹,pʰɛ⁵⁵,pʰɛ⁵⁵,pʰɛ⁵⁵,pʰɛ⁵⁵,pʰɛ⁵⁵,pʰɛ⁵⁵,pʰɛ⁵⁵tʰi²¹,pʰɛ²⁴,"ja²¹dzɿ⁵³, ja²¹pʰɛ˞²⁴",pʰɛ˞²⁴,pʰɛ⁴⁴,pʰɛ⁵⁵,,pʰɛ⁵⁵,pʰɛ˞⁴⁵³,pʰa⁵⁵,ɛ²¹pʰɛ²⁴,pʰɛ˞³³,24,,灰色,它_了,pwəy¹,*pe¹,pʰ,ɛ,1
543.2,805,sharp (point),tsʰy¹,tɕʰy⁵⁵,tɕʰy⁵⁵,tɕʰy⁵⁵,tɕʰy⁵⁵,tɕʰy⁵⁵,tɕʰy⁵⁵,tʰiɛ̠³³,tɕʰy⁴⁴,tʰe⁴⁴,tʰe⁴⁴,tɕʰy⁴⁴,tɕi⁵⁵,tɕʰy⁵⁵,kʰɛ⁵⁵pɛ³³,tɕʰy⁴⁵³,pu⁵⁵,tsʰə²⁴,tʂɛ˞³³,24,,尖 (笔嘴很尖),它_了,,,tsʰ,y,1
543.1,806,sharp (blade),tʰe̠H,"ʔna⁵⁵,tʰiɛ̠³³",tʰiɛ̠³³,tʰiɛ̠³³,ʔna⁵⁵,tʰiɛ̠³³,dɨ⁵⁵,tʰiɛ̠³³,tʰɛ⁴⁴,tʰe⁴⁴,tʰe⁴⁴,tʰɛ⁴⁴,tʰe³³,tʰi³³,tʰi³³,tʰɛi³³,du⁵⁵,du²⁴,tʰi⁵³,,,快 (刀快),它_了,,*takH,tʰ,e̠,H
542,807,dull (a),du²,də²¹,,du²¹,,,,də²¹,dv̩²⁴,dɤ̪²¹,,ʝy²⁴,bə²⁴,,bia²⁴,,,zu²¹,dɤ̪²¹,,,钝 (刀钝),它_了,,*dum²,d,u,2
542,807,dull (b),ly³,ly³³,ly³³,,ly³³,ly³³,ly³³,,,,,,,,,,lə³³,,,,,钝 (刀钝),它_了,,*dum²,l,y,3
567,808,round,va³,a⁵⁵li⁵⁵va³³,ɑ⁵⁵vɑ³³lɑ³³,ly³³,tʰɛn⁵⁵ly³³,ly³³,lɑ⁵⁵ly³³,tɛ⁵⁵ly³³ly³³,va³³,va³³,vɛ³³,ly³³,va³³,a³³va³³la³³,va³³,a³³o³³li³⁴,ta⁵⁵lə³³,"a³³va²¹vaŋ³³,a⁵⁵lə²¹lɛ⁵⁵jo³¹",bə³³lə³³,,,圆 (球很圆),它_了,,*woŋ²,v,a,3
530,809,flat,bɛ¹,,,,,,tɛ²¹py²¹,bɛ²⁴,mi⁴⁴tʰɛ⁵³,bɛ˞²⁴,bɛ˞²⁴,pʰĩŋ²¹,bɛ²⁴,bɛ²⁴,bɛ˞²⁴,bɛ˞²⁴,ta²¹go³³,ta²⁴dɛ³³,bɛ˞³³,,,平 (路很平),它_了,pleŋ; pe:r (PTB),*ʔ-bra²,b,ɛ,1
,810,steep,,teo²¹,py⁵⁵py²¹,tou²¹,tou²¹,,,ti²¹ba²¹,di²¹,tou²¹,ty⁴⁴,tou²¹,tə³³,sɔ̠²¹,tɨ⁵⁵,ku̠³³,tæ³³,so̠²¹,tə⁵³,,,陡 (山很陡),它_了,,,,,
,811,situated straight,,tʂʅ⁵⁵,,tsɿ⁵⁵,tʂə̃⁵⁵,,,tsɿ⁵⁵,ty⁴⁴,tʂə̃⁵⁵,tʂə̃⁵⁵,tʂʰu⁴⁴,xa⁵⁵tsɔ²¹,tsɿ³³,tsɿ⁵⁵,tʂə̃⁴⁵³,dʒa²¹,dza²¹,bɛ˞³³,,,正 (帽子戴得正),它_了,,,,,
,812,situated crooked,,ʂʅ²¹,ʂʅ²¹,sɿ²¹,ʂʅ²¹,"tɕɛ⁵⁵, ʂʅ²¹","tɕɛ⁵⁵, sɿ²¹","wai³³, dzɛ²⁴",tʂɛ²⁴,tʂɛ˞²⁴,"ʂʅ²¹, bɛ²¹",ʂʅ²¹,wɛ²⁴,sɿ²¹,dʐɛ²⁴,bɛ˞²¹,dʑɛ⁵⁵,ŋ̩³³sɿ²¹,wai³³,,,歪 (帽子戴歪了),它_了,,,,,
538,813,straight,dʒaŋ²,tʂʅ¹³,dʐu²¹,,miao³³,,,dzu²¹,dʑy³³,dʐu²¹,dʐa²¹,,dza²¹,tsɿ³³,dza²¹,dʐa²¹,,dza²¹,tsɿ²⁴,,,直 (棍子很直),它_了,,*(C)-dwaŋ¹ & *te²,dʒ,aŋ,
539,814,crooked,go̠ᶫ,wo̠²¹,wo̠²¹,wo̠²¹,ɣʷo̠²¹,ɣʷo̠̠²¹,ɣʷo̠̠²¹,ʔo̠̠²¹,wo⁵³,wu⁵³,vv̩⁴⁵,ɣo⁴⁵³,gu⁴²,gu̠²¹,ʔo̠²¹,wan³³,go²¹,da²⁴gu²¹,"go⁵³, wan³³",,,弯 (棍子弯),它_了,,*gokL,g,o̠,L
,815,dense,tʰaŋ²,kʰa³³,tʰu²¹,tʰv̩²¹,tʰu²¹,kʰɛ⁵⁵,tʰv̩²¹,tʰu²¹,nu⁵³,tʰv̩²¹,tʰa²¹,dzɿ²⁴,pe⁵⁵,tʰa²¹,tʰa²¹sɿ³³,tʰa²¹,væŋ⁵⁵,tʰa²¹,kʰa⁵³,,,稠 (粥很稠),它_了,,,tʰ,aŋ,2
,816,watery,,nə̠²¹,,hu²¹,ɣɨ⁵⁵,ɣɨ⁵⁵,ɣɨ⁵⁵,hu²¹,gɨ²⁴,hõ²¹,ha²¹,tɕɛ⁴⁴,ji²⁴xu³³,ɣɨ²⁴,nɛ³³,haŋ²¹,na³³,na⁵⁵,la⁵³,,,稀 (粥很稀),它_了,,,,,
529,817,hard (a),kʰa̠H,,,,,,,kʰɛ³³,,kai²⁴,kʰa⁴⁴,,kʰa³³,ŋɛ̠²¹,,,kɛ⁵⁵mɨ⁵⁵,,kʰa⁵³,,,硬,它_了,zan¹,*krokH & *[kɛŋ] & *[hɛ˧],kʰ,a̠,H
529,817,hard (b),xɛ¹,ɕɛ⁵⁵,xɛ⁵⁵,ɕɛ⁵⁵,xɛ⁵⁵,xɛ⁵⁵,ɕɛ⁵⁵,,xɛ²⁴,,,xi⁴⁴,,,xɛ⁵⁵,xɛ˞⁴⁵³,,xiɛ²⁴,,,,硬,它_了,"zan¹ (strong, firm)",*krokH & *[kɛŋ] & *[hɛ˧],x,ɛ,1
528,818,soft,nu²,nə̤²¹,nv̩²¹,nv̩²¹,nv̩²¹,no²¹,nv̩²¹,nə̤²¹,nv̩²¹,nɤ̪²¹,nv̩²¹,nv̩²¹,nɤ̪²¹,nɤ̪²¹,nɤ̪²¹,nɤ̪˞²¹,nu²¹,nu²¹,nɤ̪²¹,,,软,它_了,now²,*C-nu²,n,u,2
556,819,bright,ba³,ba³³,bɑ³³,bɑ³³,ba³³,bɑ³³,bɑ³³,ba³³,ba³³,liaŋ⁵⁵,bo³³,bɐ³³,bɔ³³,lia³³,bɔ³³,liaŋ⁴⁵³,maŋ³³,bo³³,liaŋ⁵³,,,亮 (房子很亮),它_了,,*m-ba³,b,a,3
,820,dim,ɣɨ¹,ɣɨ⁵⁵,ɣɨ⁵⁵,,ɣɨ⁵⁵,ɣɨ⁵⁵,ɣɨ⁵⁵,niɛ̠³³wu⁵⁵,ɣɨ²⁴,,ɣɨ²⁴,ɣɨ²⁴,ɣə²⁴,ɣɨ²⁴,ɣɨ²⁴,,wo⁵⁵vɛ⁵⁵,vɨ²⁴,miɛ˞⁵³,mia⁵⁵,,暗 (房子很暗),它_了,,,ɣ,ɨ,1
,821,clear (sky),te̠ᶫ,a⁵⁵m̩²¹pɛ⁵⁵,tiɛ̠²¹,pɛ⁵⁵,tæ̠²¹,tiɛ̠²¹,ti̠²¹,pɛ⁵⁵,tɛ⁵³,te⁵³,te⁴⁵⁴,tɛ⁵³,a⁵⁵mə²¹tsɔ³³,nɔ⁵⁵,pɛ⁵⁵,nu⁴⁵³,tʃɿ⁵⁵mɨ⁵⁵,tsʰo²⁴,na³³li³³,,,晴,它_了,,,t,e̠,L
,822,overcast,ti¹,a⁵⁵n̩²¹ti⁵⁵,ti⁵⁵,ti⁵⁵,ti⁵⁵,ti⁵⁵,ti⁵⁵,an⁵²ti⁵⁵,ti²⁴,di²⁴,ti²⁴,ti⁴⁴,a⁵⁵mə²¹ti⁵⁵,tɕi⁵⁵,ti⁵⁵,ti⁴⁵³,mɨ⁵⁵,a²⁴ŋ̩²¹tɨ²⁴,miɛ˞⁵³,,,阴,它_了,,,t,i,1
547,823,full,bi³,vi³³,vi³³,bi³³,bi³³,bi³³,dzɿ³³,bi³³,bi³³,dzɿ³³,dzɿ³³,bi⁴⁴,bi³³,dzɿ³³,bi³³,dzɿ³³,bɨ³³,"bi³³, bi³³o³³",bi³³,,,满,它_了,ʔ-bliŋ¹,*m-bliŋ³,b,i,3
554,824,beautiful,mɛ²,mɛ̤²¹,mɛ²¹,mɛ²¹,mɛ̤²¹,mɛ²¹,mɛ²¹,ĩn⁵⁵ti²¹,mɛ˞⁴⁴,mɛ˞²¹,mɛ˞²¹,mɛ²¹,i⁵⁵di²¹ɕiu³³,ĩ⁵⁵dĩ²¹,mɛ²¹,mɛ˞²¹,tɕi²¹,mɛ²¹kʰɛ⁵⁵la²¹,i⁵⁵gɨ³³,,,美丽 {漂亮},它_了,"may, mey",,m,ɛ,2
,825,ugly (a),he¹,hi⁵⁵,hi⁵⁵,,hi⁵⁵,,xai⁵⁵,,hẽ²⁴,hai²⁴,he²⁴,,,,,,ma²¹tɕi²¹,,i⁵⁵ŋ̩²¹gɨ³³,,,丑,它_了,,,h,e,1
,825,ugly (b),ʔni¹ʃa̠ᶫ,,,ĩ⁵⁵sa̠²¹,,ĩ⁵⁵ʂa̠²¹,,ĩ⁵⁵sa²¹,,i²⁴ʂa⁵³,i²⁴ʂõ⁵⁵,i⁴⁴ʂa⁵³,i⁵⁵su⁴²,tɕa³³sɔ̠²¹,ni⁵⁵sɔ̠²¹,ka̠³³,,i²⁴so̠²¹,,,,丑,它_了,,,,,
532,826,fat (person),tsʰu¹,zi⁴⁵,tsʰɿ⁵⁵,tsʰɿ⁵⁵,tʰu²¹,dɛ³³,tsʰɿ⁵⁵,"ta³³, pɨ⁵⁵",tsʰɿ²⁴,dɛ˞²¹,tsʰɿ²⁴,tɛ⁴⁴,"pʰa⁴², ze²⁴",tsʰɿ⁵⁵,lɨ³³,bo³³,tsʰu⁵⁵,tsʰv̩²⁴,tsʰɤ̪³³,,,胖,它_了,tsow; m-pwam²/³ plump,*tsu¹,tsʰ,u,1
384,827,fatty (meat),tsʰu¹,zi⁴⁵,tsʰɿ⁵⁵,tsʰɿ⁵⁵,tsʰɿ⁵⁵,tsʰɿ⁵⁵,tsʰɿ⁵⁵,tsʰɿ⁵⁵,tsʰɿ²⁴,tsʰɿ²⁴,tsʰɿ²⁴,tsʰɿ⁴⁴,xɔ²¹tsʰɿ⁵⁵,tsʰɿ⁵⁵,tsʰɿ⁵⁵,tsʰɿ⁴⁵³,tsʰu⁵⁵,ɛ²¹tsʰv̩²⁴,tsʰɤ̪³³,,,肥 (肉肥),它_了,,*tsi¹,tsʰ,u,1
,828,lean (meat),ne̠ᶫ,xa̤²¹nɛ̠²¹,xɑ²¹niɛ̠²¹,xɑ²¹ni̠²¹,xa²¹næ̠²¹,niɛ̠²¹,ni̠²¹,niɛ²¹,nɛ⁵³,ne⁵³,ne⁴⁵,nɛ⁴⁵³,xɔ²¹nei⁴²,xɔ²¹ni̠²¹,,nɛi̠³³,xo²¹nɛ̠²¹,ɛ³³ni²¹,nai⁵³,,,瘦 (瘦肉),它_了,,,n,e̠,L
,829,thin (a),gy¹,,gu⁵⁵,tɑ³³,dʑy⁵⁵,dʑy⁵⁵,lɑ³³gv̩³³,gɨ³³,,dza³³gu³³,gy²⁴,dʑy²⁴,,gɤ̪³³,kɨ³³,,gɨ⁵⁵,gə²⁴,,,,瘦 (人瘦),它_了,,,g,y,1
,829,thin (b),xe̠ᶫ,ɦø̠²¹,,,,,dʑy⁵⁵,,we⁵³,,,,xei³³,,,tsʰa⁴⁴xai⁵⁵,,,xai⁵³,,,瘦 (人瘦),它_了,,,x,e̠,L
,830,clean,xaŋ¹,xu⁵⁵,xu⁵⁵,xu³³ɕi⁵⁵,xu⁵⁵,xu⁵⁵,xu⁵⁵,gɨ²⁴sɛ³³,ɸu²⁴,xu²⁴,xa²⁴,xu⁴⁴,ka⁵⁵tɕi²¹,ha⁵⁵,xa⁵⁵tʰɛ³³,tʂɛ˞³³pə³³,xa⁵⁵,sa³³li²¹sə³³lɛo⁵³,kan³³tɕiŋ²¹,,,干净,它_了,,,x,aŋ,1
558,831,dirty,,ma²¹xu⁵⁵,mɑ²¹xu⁵⁵,,iɛ̠³³tsɿ⁵⁵,,,nɛ⁵⁵,ma²¹ɸu²⁴,gɨ²⁴tsʰɿ²¹,a²¹xa²⁴,tsaŋ³³,nɛ³³,la³³tʰa³³,bɨ²⁴tɕi³³,la³³tʰa³³,ma²¹xa⁵⁵,xãŋ²⁴,la³³tʰa⁵³,,,脏,它_了,s-n(y)ik X s-n(y)ek,*kre² & *kyitH & *(C)cakH/L,,,
535,832,old (person),maŋ²,mṳ²¹,mu²¹,mu²¹,mṳ²¹,mu²¹,mu²¹,mu²¹,mu²¹,mu²¹,ma²¹,mu²¹,ma²¹,ma²¹,ma²¹,ma²¹,mɑ²¹,ma²¹,mu²¹,,,老 (老人),它_了,,*maŋ²,m,aŋ,2
534,833,young (a),tʰy²ɲa¹,,,,,,,,,,,,,,,tʰy²¹ɲa⁴⁵³,,,tʰə²¹ɲo³³,,,年轻,它_了,ʔ-lakᶫ,*nay²/¹,ɲ,a,1
534,833,young (b),le̠ᶫ,lɛ̠²¹,,liɛ̠²¹,læ̠²¹,liɛ̠²¹,li̠²¹,liɛ̠³¹,lɛ⁵³,le⁵³,le⁴⁵,,,,li̠²¹,,,,,,,年轻,它_了,ʔ-lakᶫ,*nay²/¹,l,e̠,
534,833,young (c),tʰy²nu²,tʰy²¹nə̤²¹,tʰy²¹nv̩²¹,,tʰy²¹nv̩²¹,,tʰy²¹nu²¹,tʰy²¹u⁵⁵,,,tʰy²¹nv̩²¹,tʰy²¹nv̩²¹,kʰu²¹tɕi²¹ja⁵⁵,tʰy²¹nɤ̪²¹,,,,,,,,年轻,它_了,ʔ-lakᶫ,*nay²/¹,tʰ,y,2
563.1,834,good,mɛ²,da⁵⁵,dɑ⁵⁵,ɛ̃⁵⁵,da⁵⁵,,ni⁵⁵dɑ⁵⁵,na⁵⁵,da²⁴,mɛ˞²¹,da⁴⁴,ŋɐ⁴⁴,tue⁴²,mɛ²¹,mɛ²¹,mɛ˞²¹,na⁵⁵,mɛ²¹,kai³³,,,好 (东西好),它_了,,*ʔ-min¹/²/³   & *m-d(y)akL,m,ɛ,2
,835,bad (a),pʰe̠H,pʰɛ̠³³,pʰiɛ̠³³,pʰi³³,pʰæ̠³³,pʰiɛ̠³³,pʰi̠³³,pʰiɛ³³,pʰɛ⁴⁴,pʰe⁴⁴,,pʰɛ⁴⁴,ma²¹tue⁴²,hĩ⁵⁵,pʰi³³,hue⁴⁵³,mɑ²¹nɑ⁵⁵,luŋ²⁴,,,,坏 (人坏),它_了,,*pyakH > destroy,pʰ,e̠,H
,835,bad (b),du¹,,,,,,,,,,du²⁴,,,,,,,,du³³,du²⁴,,坏 (人坏),它_了,,,d,u,1
562,836,fast,ʔmjy̠H,tsʰa̤²¹,my³³,,ʔmy̠³³,,,,my⁴⁴,ny⁵⁵,ny⁴⁴,,ji²⁴dʑə²¹,li²¹mi³³,,,mɛ̠³³,pʰai⁵³,məŋ⁵³,,,快 (走得快),它_了,,*m-gi¹ & *[waj],ʔmj,y,H
,837,slow,gja¹,ga⁵⁵,gɨ⁵⁵nɛ²¹,gɑ⁵⁵,ga⁵⁵,gɑ⁵⁵,,,ga²⁴,,,gɐ²⁴,lɛ²¹,gɔ²⁴,gɔ⁵⁵,,ɲa⁵⁵,nɛ³³,,,,慢 (走得慢),它_了,,,gj,a,1
540,838,wet (a),tʃʰɨ²,,,tsʰɿ²¹,,,tsʰɿ²¹,,tʂʰʅ²¹,,,,,nɛ̠³³,tsʰɿ²¹,tʂʰʅ²¹,tsʰɿ²¹,ɣɨ²⁴tsʰɿ²¹,tsʰɿ²¹,,,湿 (衣服湿),它_了,,*(s)-ɲakH/L & *ʔjwap/atH,tʃʰ,ɨ,2
540,838,wet (b),tʃe²,tɕi⁵⁵,tɕi⁵⁵,,tɕi⁵⁵,,,,,,,,,,,,,,,,,湿 (衣服湿),它_了,m/ʔ-titH,*(s)-ɲakH/L & *ʔjwap/atH,tʃ,e,2
540,838,wet (c),dzi²,,,,,,,dzɿ²¹,,,,,dʑi²¹,,,,,,,,,湿 (衣服湿),它_了,m/ʔ-titH,*(s)-ɲakH/L & *ʔjwap/atH,dz,i,2
540,838,wet (d),ha(ŋ)²,,,hu²¹,,hu²¹,,,,hõ²¹,ha²¹,hõ²¹,,,,,,,,,,湿 (衣服湿),它_了,,*(s)-ɲakH/L & *ʔjwap/atH,h,a(ŋ),2
541,839,dry,fɛ³,fɛ³³,fɛ³³,fɛ³³,fɛ³³,fɛ³³,fɛ³³,fɛ³³,fɛ³³,fɛ˞³³,hɛ³³,fɛ³³,fɛ³³,hɛ³³,fɛ˞³³,xɛ˞³³,fɛ³³,fɛ³³,fɛ˞³³,,,干 (衣服干),它_了,,*s-we² & *gwe³,f,ɛ,3
536,840,new,xɨ̠ᶫ,xɨ̠²¹,xɨ̠²¹,xɨ̠²¹,xɨ̠²¹,xɨ̠²¹,xɨ̠²¹,xɨ²¹,xɨ⁵³,xɨ⁵³,xɨ⁴⁵,xɨ⁵³,ɕi⁴²,xɨ̠²¹,xɨ̠²¹,xɨ³³,xɨ̠²¹,ɛ³³xɨ̠²¹,xɨ⁵³,,,新,它_了,,*C-ʃikL,x,ɨ̠,L
537,841,old,ʔli¹,ʔʐʅ⁵⁵,ɨ⁵⁵,u³³li⁵⁵,i⁵⁵,i⁵⁵,li⁵⁵,wu³³i⁵⁵; wu³³tsʰɿ²¹bi²¹,li²⁴,ʐʅ²⁴,ʐʅ⁴⁵,i⁴⁴,li⁵⁵,zɿ⁵⁵,i⁵⁵,ʐʅ⁴⁵³,jɛ²¹lɨ⁵⁵,ɛ²¹lɨ²⁴,i³³,i²⁴,,旧,它_了,,*ʔ-bi² & *ʔ-li¹,ʔl,i,1
,842,raw,dʒi²,dzɿ²¹,dzɿ²¹,dzɿ²¹,dzɿ²¹,dzɿ²¹,dzɿ²¹,dzɿ²¹,dzɿ²¹,dzɿ²¹,dzɿ²¹,dzɿ²¹,dʑi²¹,dzɿ²¹,dzɿ²¹,dzɿ²¹,dʑi²¹,ɛ³³dʑi²¹,dzɿ²¹,,,生 (生肉),,dʒim²,,dʒ,i,2
764.2,843,cooked,ʔmi³,ʔmi³³,mi³³,mi³³,ʔmi³³,mi³³,mi³³,mi³³,me³³,õ³³,ɨ̃³³,mi⁴⁴,mi³³,ə̃³³,mi³³,my³³,mi³³,mi³³ŋo³³,mi³³,24,,熟 (熟肉),它__了,s/ʔ-min¹,*s-miŋ³,ʔm,i,3
