ID	Parameter	English	Chinese	Pinyin	Pla	CW-QY	W-SZP	E-DC	XZ	MD	Eka	YL
794	231.1	nose	鼻子	bīzi	ʔna¹kʰaŋ²/³	ʔna⁵⁵kʰə³³	na⁴⁴kʰv̩³³	na⁵⁵kʰɤ̪³³	nɨ˞⁴⁵kʰɤ̪˞³³	no⁵⁵kʰu³³	na²⁴kʰv̩²¹	na⁵⁵kʰo²¹
795	935.0	twenty	二十	èrshí	ni²tse¹	n̩²¹tsi⁵⁵	n̩²¹tsʰe²⁴	n̩²¹tsei⁵⁵	n̩²¹tɕʰi⁴⁵³	n̩²¹tɕʰɛ⁵⁵	ŋ̩²¹tɕi²⁴	n̩²¹tsei³³
796	968.0	right	右边	yòubiān	ʒa¹	jɛ⁵⁵si⁵⁵	lɛ⁵³tʂʅ³³se⁴⁴	lei⁴²tsɿ⁵⁵	ʐu⁵⁵pʰɛi³³	dʒə⁵⁵sɿ⁵⁵	pʰa̠²¹ka³³	suən³³sou²¹bei³³lei³³
797	488.0	book	书	shū	tʰo²ɣu²	tʰiau²¹pʉm²¹	tʰiu²¹pə̃²¹	tʰa²¹ji²¹pə²¹	tʰa²¹ɣɨ²¹bɨ̃ŋ²¹			
798	762.0	wash (self)	洗(手)	xǐ	tsʰi²	tsʰɿ²¹	tsʰɿ²¹	tɕʰi²¹	tsʰɿ²¹	tɕʰi²¹	tɕʰi²¹	tsʰɿ²¹
799	164.0	barley	大麦	dàmài	zi³	zɿ³³	zɿ³³	zɿ³³	zɿ³³		so²⁴	zo³³
800	232.0	ear	耳朵	érduo	ʔna²paŋ¹	ʔna̤²¹pu⁵⁵	na²¹pu⁴⁴	na²¹pa⁵⁵	na²¹pa⁵⁵kv̩³³	no²¹pa⁵⁵kɛ³³	na²¹pa²⁴	na²¹pu³³
801	444.0	thread	线 (缝衣用的)	xiàn	kʰi¹	kʰɨ⁵⁵	kʰɨ²⁴	xɔ²⁴xə³³	kʰɨ⁴⁵³	kʰi⁵⁵tso³³	kʰi⁵⁵tso̠³³	kʰɨ³³
802	15.0	frost-1	霜	shuāng	ʔni¹pʰu¹	i⁵⁵fv̩⁵⁵	ni⁵⁵fv̩²⁴/³³	i⁵⁵fɤ̪⁵⁵	ji³⁵pʰᶠv˞̩⁵⁵	mi⁵⁵pʰu⁵⁵	mi²⁴pʰv̩²⁴	i⁵⁵fv̩³³
803	51.0	four days from now	四天后	sìtiānhòu	a²ɣo³ʔni³		ɛ²¹ɣõ³³	li³³nɛ³³kɔ²¹ta³³	a²¹mɛ˞²⁴ɲi³³	a²¹paŋ³³	li³³ni³³dɨi⁵³	a²¹wu³³ni³³
804	19.0	soil; dirt-1	土(干) (土壤)	tǔ(rǎng)	e²tsʰi²	i²¹tsʰɿ²¹	i²¹tsʰɿ²¹	ei²¹tɕʰi²¹	ai²¹tsʰɿ²¹	n̩²¹tɕʰi²¹na̠³³	i²⁴tɕʰi²¹	mi³³
805	19.1	soil; dirt-2	土(干) (土壤)	tǔ(rǎng)	e²tsʰi²	i²¹tsʰɿ²¹	i²¹tsʰɿ²¹	ei²¹tɕʰi²¹	ai²¹tsʰɿ²¹	n̩²¹tɕʰi²¹na̠³³	i²⁴tɕʰi²¹	mi³³
806	22.0	ditch	沟	gōu	ɣi¹kʰa²	ɣɨ⁵⁵kʰḁ²¹	ɣɨ²⁴kʰa²¹	ji²⁴kʰa²¹	ɣɨ³⁵kʰo²¹	ɣɨ⁵⁵kʰo²¹	o²⁴kʰo²¹	wv̩³³kv̩³³
807	22.1	ditch	沟	gōu	laŋ¹ka̠ᶫ	lu⁵⁵ka̠²¹					na²¹kʰoŋ⁵³	
808	24.0	puddle	小池塘	xiǎochítáng	ɣi¹by³za²		ɣɨ²⁴by³³za²¹	bə³³zɔ²¹	ɣɨ³⁵dv̩˞²¹dɛ˞³³zo²¹	ɣɨ⁵⁵dəŋ³³jo²¹	ɣɨ²⁴la²¹bo²²jo⁴²	a²¹bə³³za²¹
809	25.0	well inside	井	jǐng	tsɛ³du²	tsɛ³³də²¹		tɕɛ³³dɤ̪²¹				
810	29.2	cave	(山)洞	dòng	kʰu¹du¹me¹	sy²¹kʰə⁵⁵	kʰv̩⁵⁵dʐv̩²¹kʰv̩²⁴	kʰɤ̪⁵⁵dɤ̪²¹	koŋ²¹mɛi³³, saŋ²¹kʰv̩⁵⁵mɛi³³			
811	154.0	(cocks)comb	冠（鸡冠）	jīguān	kjo¹	a⁵⁵jɛ̠³³kø⁵⁵	kuɛ²⁴	i³³kə⁵⁵	kue⁵⁵	jɛ²¹ko⁵⁵	ka̠²¹kɨ²⁴	kei³³
812	34.0	tin	锡	xī			gɨ²⁴	ɕi⁵⁵pa²¹tɛ²¹, la³³	tʰi³³	la³³	gɨ²¹	ɕi³³
813	35.0	coal	煤	méi			mei²⁴	mei²¹tʰa³³	mɛi²¹tʰaŋ⁵⁵	mei²¹	ɕi³³mi²¹	mei²⁴
814	214.0	shell (egg, etc)	皮/壳(蛋)	(dàn)pí/ké	kjo²	fv̩³³kø̤²¹	fv̩³³gɨ²⁴	i³³fɤ̪³³kə²¹	fv˞̩³³kʰo³³	jɛ²¹ko²¹	a²⁴ji³³fv̩³³kɨ²¹	kʰɛ²¹kʰɛ˞⁵³
815	380.0	home	家	jiā	he¹ko³	hi⁵⁵kə³³	hẽ²⁴ko³³lɛ³³	xei⁵⁵kə³³	hĩ⁴⁵³	o²¹xɛ⁵⁵	xĩŋ²⁴ka²⁴	hai⁴⁴ko³³
816	47.0	four days ago	四天前	sìtiānqián		ʔʐʅ³³ʔɲɛ³³n̩²¹ti³³		li³³nɛ³³n̩²¹sɿ³³	ʂʅ³³wu²¹ɲi³³	lɨ³³ni³³wo²¹sɛ⁵³	li³³ni³³ɣɨi⁵³	sɿ³³lu³³ni³³
817	487.0	sound; voice	声音	shēngyīn	kʰo²tʰy¹			kʰu²¹tʰei³³		ɕɛ²¹tʰə⁵⁵	kə²¹tʰə²⁴	kʰo²¹tʰə³³
818	53.1	new year	新年	xīnnián	kʰo̠ᶫxɨ̠ᶫ	kʰo̠²¹xɨ²¹	kʰo⁴³xɨ⁵³	kʰo⁴²ɕi⁴²	kʰo³³kʰɨ²¹	kʰu²¹xɨ²¹	kʰu̠⁴²xɨ²¹	kʰo⁵⁵kʰo⁵⁵lɛ⁴²
819	54.0	this year	今年	jīnnián	tʃʰi²ni̠H	tʂʰʅ²²ɲiɛ̠³³	tʂʰʅ²¹ni⁴⁴	tsɿ²¹nei³³	tʂʰʅ³³nɛi̠³³	tɕʰi²¹ni̠³³	tsʰɿ²¹nɨ̠³³	tɕʰi⁵⁵ĩ⁵³
820	54.1	this year	今年	jīnnián	tʃʰi²ni̠H	tʂʰʅ²²ɲiɛ̠³³	tʂʰʅ²¹ni⁴⁴	tsɿ²¹nei³³	tʂʰʅ³³nɛi̠³³	tɕʰi²¹ni̠³³	tsʰɿ²¹nɨ̠³³	tɕʰi⁵⁵ĩ⁵³
821	55.0	last year	去年	qùnián	a²ni̠H	a̤²¹ɲiɛ̠³³si⁵⁵	a²¹ni⁴⁴	a²¹nei³³sə⁵⁵	a²¹nɛi̠³³	a²¹ni̠³³	a²¹nɨ̠³³	a²¹ĩ⁵³
822	56.0	year before last	前年	qián nián	ʃi̠Hni̠H	ʂʅ³³ɲiɛ̠³³si⁵⁵	ʂʅ⁴⁴ni⁴⁴sɛ³³	sɿ³³nei³³sə⁵⁵	ʂʅ³³nɛi̠³³	ɕi³³ni̠³³	sɿ⁵⁵nɨ̠³³	sɿ³³i⁵³
823	56.1	year before last	前年	qián nián	ʃi̠Hni̠H	ʂʅ³³ɲiɛ̠³³si⁵⁵	ʂʅ⁴⁴ni⁴⁴sɛ³³	sɿ³³nei³³sə⁵⁵	ʂʅ³³nɛi̠³³	ɕi³³ni̠³³	sɿ⁵⁵nɨ̠³³	sɿ³³i⁵³
824	58.0	four years ago	四年前	sìniánqian	a²ɣu²ni̠H		a³³xɛ²¹ni⁴⁴	li³³kʰu²¹n̩²¹sə⁵⁵	ʂʅ³³wu²¹nɛi̠³³	lɨ³³kʰu²¹wo²¹sɛ⁵³	li³³kʰu²¹gɨi⁵³	sɿ³³lu³³i⁵³
825	59.0	next year	明年	míngnián	ʔna²he̠ᶫ	na²¹ɲ̥ɛ̠²¹si⁵⁵	nɛ²¹hɛʔ⁵³	na²¹xei⁴²	no²¹xai³³	nɛ²¹xɛ²¹	na³³xi²¹	na²¹xai⁵³
826	59.1	next year	明年	míngnián	ʔna²he̠ᶫ	na²¹ɲ̥ɛ̠²¹si⁵⁵	nɛ²¹hɛʔ⁵³	na²¹xei⁴²	no²¹xai³³	nɛ²¹xɛ²¹	na³³xi²¹	na²¹xai⁵³
827	60.0	year after next	后年	hòunián	na(ŋ)¹ni̠H	nə⁵⁵ɲɛ̠³³si⁵⁵	nu⁴⁴ni⁴⁴	nɔ²⁴nei³³	no²⁴ɲi̠³³	no⁵⁵niʔ³³	na⁵⁵nɨ³³	nu⁵⁵ĩ⁵³
828	60.1	year after next	后年	hòunián	na(ŋ)¹ni̠H	nə⁵⁵ɲɛ̠³³si⁵⁵	nu⁴⁴ni⁴⁴	nɔ²⁴nei³³	no²⁴ɲi̠³³	no⁵⁵niʔ³³	na⁵⁵nɨ³³	nu⁵⁵ĩ⁵³
829	61.0	three years from now	大后年	dàhòunián	na(ŋ)¹ɣu²ni̠H	nə⁵⁵wu²¹ɲɛ̠³³si⁵⁵	ɛ²¹xɛ⁵⁵ni⁴⁴	no²⁴wu²¹nei³³	no²⁴wu²¹ɲi̠³³	no⁵⁵mo²¹niʔ³³	na⁵⁵tɕʰi²⁴	nu⁵⁵wu²¹ĩ⁵³
830	62.0	four years from now	四年后	sìniánhòu			ɛ²¹wu³³ni⁴⁴	li³³kʰu²¹kɔ²¹ta³³		lɨ³³kʰu²¹wa⁵⁵ti³³	li³³kʰu²¹dɨi⁵³	nu⁵⁵lu³³ĩ⁵³
831	63.0	daytime	白天	báitiān		iŋ³³si⁵⁵	n̩²¹lu³³sɛ³³	mɔ⁴²mɔ³³ka⁵⁵	ŋ²¹gɤ̪²⁴lɛ²¹	la̠³³	mo³³lua²⁴	mi²¹li²¹ka³³
832	66.0	noon	中午	zhōngwǔ	dza¹dʒi²dza²	dza⁵⁵dʑe³³dza²¹va³³	dza⁵⁵tɕʰi²¹dza²¹la³³	dzɔ²⁴ji³³dzɔ²¹xa³³	dzo²⁴i³³dzo²¹kv̩²⁴		va⁵³ŋai⁵³	dza²¹i³³dza²¹kɛ˞³³
833	69.0	night(time)	夜(里)/黑夜	yèlǐ/hēiyè	mo²kʰɨ̠ᶫse¹	i²¹mi⁵⁵si⁵⁵,ŋ̩²¹kʰɨ̠²¹si⁵⁵	n̩²¹kʰɨ⁵³ɕi³³	a⁵⁵mə²¹kʰə⁴²	ŋ̩²¹kʰɨ³³lɛi²¹	ŋ̩²¹kɨ²¹sɿ⁵⁵	ŋ̩³³kə²¹ɕi²⁴	sa³³pʰi³³
834	663.0	owe	欠	qiàn	bo³	vi³³	tʂʰa³³	bə³³	dzɿ³³	bi³³	tsʰaŋ²⁴	tsʰa³³
835	78.0	sow	母猪	mǔzhū	a¹ve̠ᶫma³	a⁵⁵vɛ̠²¹ma³³ky³³	a³³ve⁵⁵ma³³ko³³	vei⁴²mu³³ku³³	a³³vɛi̠³³mv̩³³kv̩³²	a⁵⁵vɛ̠²¹mo³³	a²⁴vi̠ʔ³¹zo²¹mo³³	a⁴⁴vei⁵⁵ma³³
836	79.0	piglet	小猪	xiǎozhū	a¹ve̠ᶫza²	a⁵⁵vɛ̠²¹za̤²¹	a³³ve⁵⁵za²¹	vei⁴²zɔ²¹	a³³vɛi̠³³zo²¹	a⁵⁵vɛ̠²¹jo²¹	a²⁴vi̠ʔ³¹jo³¹	a⁴⁴vei⁵³za³¹
837	80.0	boar	公猪	gōngzhū	a¹ve̠ᶫpa̠ᶫ	vɛ̠²¹pa̠²¹	a³³ve⁴⁴pa⁵³	vei⁴²lu⁵⁵	a⁴⁴vɛi̠³³po³³	a⁵⁵vɛ̠²¹xæ⁵⁵	a²⁴vi̠ʔ³¹ɛ³³po²¹	a⁵⁵vei⁵³pa⁵³
838	81.0	boar (wild)	野猪	yězhū	a¹ve̠ᶫkaŋ²		a³³ve⁵⁵ko²¹		a⁴⁴vɛi̠³³ka̠²¹	a⁵⁵vɛ̠²¹te̠²¹	a²⁴vi̠ʔ³³ka̠ʔ²¹	
839	81.1	boar (wild)	野猪	yězhū	e²ve̠ᶫ	i̤²¹vɛ̠²¹		e²¹vei⁴²				ai²¹vei⁵³
840	83.0	ram	公羊	gōngyáng	a¹tʃʰi̠ᶫpa̠ᶫ	a⁵⁵tʂʰʅ̠²¹pa̠²¹	a³³tʂʰʅ⁴⁴pa⁵³	a⁵⁵tsʰɿ⁴²lu⁵⁵	a³³tʂʰʅ³³po³³	a⁵⁵tɕʰiʔ²¹pʰi⁵⁵	a²⁴tɕʰio⁴²ɛ³³po̠ʔ²¹	a⁴⁴tsʰɿ⁵⁵pa⁵³
841	90.0	wild animal	野兽	yěshòu	dze²kaŋ²	ko̤²¹dʑi̤²¹	ko²¹dʑi²¹	ja³³ka⁴²	ka²¹dʑi²¹	jɛ²¹ka²¹	ɛ³³ka̠ʔ²¹mu²⁴ka̠ʔ²¹	də²¹vv̩³³
842	90.1	wild animal	野兽	yěshòu	dze²kaŋ²	ko̤²¹dʑi̤²¹	ko²¹dʑi²¹		ka²¹dʑi²¹		ɛ³³ka̠ʔ²¹mu²⁴ka̠ʔ²¹	də²¹vv̩³³
843	94.0	wolf	狼	láng	ve¹	tʃʰa̠²¹laŋ²¹	zɿ⁵⁵la²¹pʰɛ²⁴	vei²⁴pu⁴²	vɛi²⁴	a³³no²¹ma³³nai³¹	a²⁴vi²⁴	vei²³pʰə³³ma³³
844	751.0	call; crow (of animals)	啼 (公鸡啼)	tí	bo¹	vi⁵⁵	dzɿ²⁴	bə²⁴	dzɿ²⁴	bi⁵⁵	bɨ²⁴	bi³³
845	97.0	weasel	黄鼠狼	huángshǔláng	hɛ̠Hla²pa̠ᶫ	ha³³la̤²¹ɕɛ⁵⁵	hɛ̃⁴⁴la²¹	xa³³lɔ²¹	ɕi⁵⁵lo²¹		fɛ⁵⁵lo²¹	vei²³pʰə³³ma³³za²¹
846	106.0	hen	母鸡	mǔjī	a¹ɣe̠Hma³ko̠H	a⁵⁵jɛ̠³³ma³³ko³³	a⁴⁴ʝi⁴⁴ma³³ko³³	i³³mu³³ku³³	a⁴⁴ʝi̠⁴⁴mv̩³³kv̩³²	a⁵⁵ji̠³³mo³³	a²⁴ji̠³³zo²¹mo³³	a⁵⁵ji⁵⁵ma³³
847	108.0	goose	鹅	é	a¹ŋwa¹	a⁵⁵ŋø⁵⁵	a⁴⁴ŋv̩⁴⁴	ɣɔ²⁴,ɔ²⁴	a³³ŋu⁵³	a⁵⁵ŋo⁵⁵	a³³ŋao²⁴	o²¹aŋ⁵³
848	110.0	swallow	燕子	yàn	py̠H	a⁵⁵pø̠³³	pɨ²¹tʂɛ˞⁵³	xɛ⁵⁵n̩²¹tsɛ²¹	ɲa³³dzɿ²¹	a³³ŋa³³no²¹ʔɛ⁵⁵	bɨ²⁴nɛ⁵⁵o²¹, bɨ²⁴nɛ⁵⁵	jan⁵⁵tsɿ³³
849	113.0	magpie	喜鹊	xǐquè	a¹tʃɛ̠ᶫ	a⁵⁵tʂa̠²¹	a⁴⁴tʂa⁵³	a⁵⁵tsɛ⁴²	a³⁵tʂɛ˞̠³³		kʰa⁵⁵tsa̠ʔ²¹	a⁵⁵tsɛ˞⁵³
850	53.0	new year	新年	xīnnián	kʰo̠ᶫxɨ̠ᶫ	kʰo̠²¹xɨ²¹	kʰo⁴³xɨ⁵³	kʰo⁴²ɕi⁴²	kʰo³³kʰɨ²¹	kʰu²¹xɨ²¹	kʰu̠⁴²xɨ²¹	kʰo⁵⁵kʰo⁵⁵lɛ⁴²
851	106.1	hen	母鸡	mǔjī	a¹ɣe̠Hma³ko̠H	a⁵⁵jɛ̠³³ma³³ko³³	a⁴⁴ʝi⁴⁴ma³³ko³³	i³³mu³³ku³³	a⁴⁴ʝi̠³³mv̩³³kv̩³²		a²⁴ji̠³³zo²¹mo³³	a⁵⁵ji⁵⁵ma³³
852	123.0	lizard	蜥蜴／壁虎	xīyì		a̤³³mɛ̤³³lɛ²¹ɑ²²wo³³	lu²⁴ba²¹	a⁵⁵mə²¹i⁵⁵mɔ²¹tɕʰi²¹	a²¹mɛ˞²¹ʂɛ˞⁴⁴lɛi³³kv̩²⁴	ɛ̃²¹xã⁵⁵	tʰaŋ³³gi³³li⁵⁵pʰɛ²⁴mo³³	tɕiŋ³³tsoŋ³³mɛ˞²¹, tɕʰyən²¹sɛ˞²¹
853	129.1	mantis	螳螂	tángláng	a¹tʃʰi̠ᶫlo̠ᶫ		a³³tʂʰʅ⁴⁴lu⁵⁵a²¹pa²⁴ma³³	a⁵⁵vu⁵⁵ja³³lu⁴²pu⁴²	ja²⁴laŋ²¹mu³³		nai²⁴mo³³	tsʰai⁵⁵dza³³pv̩³³
854	145.0	maggot	蛆/蛆虫	qū	ʔxo̠H	vi̤²¹	hõ⁴⁴	fɤ̪³³	hõ˞³³	xo³³jo²¹	xuʲ⁵³jo³¹	ho⁵³
855	129.0	mantis	螳螂	tángláng	a¹tʃʰi̠ᶫlo̠ᶫ		a³³tʂʰʅ⁴⁴lu⁵⁵a²¹pa²⁴ma³³		ja²⁴laŋ²¹mu³³	i⁵⁵sɛ⁵⁵mo³³ga²¹lɨ²¹ɣɨ²¹	nai²⁴mo³³	tsʰai⁵⁵dza³³pv̩³³
856	133.1	wasp	黄蜂	huángfēng	bja²ʃɛ¹			ɕi³³sɛ⁵⁵	ba²¹ʂɛ˞⁴⁵³zo²¹	bo²¹sɛ⁵⁵	dʑi³³dzo³³bo²¹	ba²²to³³sɛ˞³³
857	134.0	mosquito	蚊子	wénzi	ɣaŋ¹bi̠ᶫ	ɣɨ⁵⁵ɕɛ⁵⁵n̩²¹dzɿ̠³³	vu²⁴dzɿ⁵³	ja²⁴sɛ³³	ja³³ʂɛ˞⁵⁵	i⁵⁵sɛ⁵⁵kɛ⁵⁵kaŋ²¹	ɣɨ²⁴suɛ⁵⁵jo³¹	ɲɛ˞³³m̩²¹dzɿ⁵³
858	134.1	mosquito	蚊子	wénzi	ɣaŋ¹bi̠ᶫ	ɣɨ⁵⁵ɕɛ⁵⁵n̩²¹dzɿ̠³³	vu²⁴dzɿ⁵³	ja²⁴sɛ³³	ja³³ʂɛ˞ʔ³³		ɣɨ²⁴suɛ⁵⁵jo³¹	ɲɛ˞³³m̩²¹dzɿ⁵³
859	135.0	dragonfly	蜻蜓	qīngtíng	dʒɛ²m̩²kʰa³la³	dʑɛ̤ŋ²¹kʰa³³la³³	dʑɛ²¹m̩²¹pa³³kʰa³³la³³	dɔn²¹dɔn²¹kʰɛ³³lɛ³³	ɣɨ²⁴tʰɤ̪˞²¹ta³³kue⁴⁴lu⁴⁴	bi⁵⁵ɕi⁵⁵li⁵⁵	dza⁵⁵pa²¹tɕi³³li²⁴	tɕʰiŋ³³tʰiŋ³³
860	135.1	dragonfly	蜻蜓	qīngtíng	dʒɛ²m̩²kʰa³la³	dʑɛ̤ŋ²¹kʰa³³la³³	dʑɛ²¹m̩²¹pa³³kʰa³³la³³	dɔn²¹dɔn²¹kʰɛ³³lɛ³³	ɣɨ²⁴tʰɤ̪˞²¹ta³³kue⁴⁴lu⁴⁴		dza⁵⁵pa²¹tɕi³³li²⁴	tɕʰiŋ³³tʰiŋ³³
861	135.2	dragonfly	蜻蜓	qīngtíng	dʒɛ²m̩²kʰa³la³	dʑɛ̤ŋ²¹kʰa³³la³³	dʑɛ²¹m̩²¹pa³³kʰa³³la³³	dɔn²¹dɔn²¹kʰɛ⁵⁵lɛ⁵⁵	ɣɨ²⁴tʰɤ̪˞²¹ta³³kue⁴⁴lu⁴⁴		dza⁵⁵pa²¹tɕi³³li²⁴	tɕʰiŋ³³tʰiŋ³³
862	345.0	wife's father	岳父	yuèfù	ʒo̠ᶫpʰa²	ʐo̠²¹pʰḁ²¹	ʐu⁵⁵pʰa²¹	ju⁴²pʰɔ²¹	ʐu³³pʰo²¹	o³³vi⁵⁵	ao³¹	zu⁵⁵pa⁵³
863	137.0	cricket	蟋蟀	xīshuài	bɨ¹tʃɛ̠ᶫ	bɤ̤²¹tʂʅ̠²¹	bɨ²⁴tʂɛ⁵³	bə³³tsɿ⁴²	bɨ²¹tsɿ³³sy⁵⁵ly⁵⁵	ɛ³³toŋ³³	pɨ³⁵tɕɛ²¹nio³¹	a⁵⁵kʰɨ⁴¹tsa²¹pɛ˞³³lo²¹
864	137.1	cricket	蟋蟀	xīshuài	bɨ¹tʃɛ̠ᶫ	bɤ̤²¹tʂʅ̠²¹	bɨ²⁴tʂɛ⁵³	bə³³tsɿ⁴²	bɨ²¹tsɿ³³sy⁵⁵ly⁵⁵		pɨ³⁵tɕɛ²¹nio³¹	a⁵⁵kʰɨ⁴¹tsa²¹pɛ˞³³lo²¹
865	138.0	grasshopper	蚱蜢	zhàměng	tʃɛ¹pu¹	a⁵⁵pa̠²¹tʂə⁵⁵fv̩⁵⁵	pɛ˞⁴⁴tʂu⁴⁴	tsa⁵⁵kɔ⁵⁵	pu⁵⁵tʂu⁵⁵lu⁵³	tɕɛ⁵⁵pu⁵⁵	pɨ³³tɕɛ³³lɛ³³	tsa³³pu³³
866	346.0	wife's mother	岳母	yuèmǔ	ʒo̠ᶫma³	ʐo̠²¹ma³³	ʐu⁵⁵ma³³	ju⁴²mɔ³³	ʐu³³mo³³	o³³ni⁵⁵	mo³¹	zu⁵⁵ma³³
867	139.0	flea	跳蚤	tiàozǎo	kʰɨ²xe¹	kʰɨ²¹ɕi⁵⁵	kʰɨ²¹ɕi²⁴	kʰu²¹ɕi⁵⁵	kʰɨ²¹ɕi⁵³	ko²¹xɛ⁵⁵	a²⁴no³³ko²¹xi²⁴	kʰo²¹ɕi⁵⁵
868	141.0	centipede	蜈蚣	wùgōng	ʃa¹xe¹	ʂa⁵⁵ɕi⁵⁵	ʂa²⁴ɕi²⁴	mi²⁴ɕi⁵⁵		sa⁵⁵xɛn⁵⁵	mɛ⁵⁵dza²¹xa²⁴ni²⁴mo³³	
869	141.1	centipede	蜈蚣	wùgōng	ʃa¹xe¹	ʂa⁵⁵ɕi⁵⁵	ʂa²⁴ɕi²⁴	mi²⁴ɕi⁵⁵		sa⁵⁵xɛn⁵⁵	mɛ⁵⁵dza²¹xa²⁴ni²⁴mo³³	
870	141.2	centipede	蜈蚣	wùgōng	xe¹ʃɛ¹				ɕi⁵⁵ʂɛ˞ʔ⁵⁵			
871	397.0	tomb; grave	坟墓	fénmù	mo̠H/ᶫbɛ¹	mo̠²¹bɛ⁵⁵	mv̩⁴⁴bɛ³³	mu⁴²bɛ²⁴	mo²⁴bɛ˞²⁴	liŋ²¹dʒo⁵⁵	li²¹dzu³³	m̩⁵⁵bɛ˞³³
872	144.0	caterpillar	毛虫	máochóng		bʉ̤²¹di⁵⁵ʔna³³	dzɿ²¹di²⁴ni⁴⁴tɕʰy³³be³³	bə²¹ni²⁴tsɿ⁵⁵	dzɿ²¹dy²⁴tsʰɛ˞⁵⁵po³³	bi²¹di⁵⁵tsʰɿ⁵⁵ɣɨ⁵⁵	bɨ²¹tɕi²⁴tɕi²⁴	bi²¹sɿ²¹pa⁵³
873	144.1	caterpillar	毛虫	máochóng		bʉ̤²¹di⁵⁵ʔna³³	dzɿ²¹di²⁴ni⁴⁴tɕʰy³³be³³				bɨ²¹tɕi²⁴tɕi²⁴	bi²¹sɿ²¹pa⁵³
874	146.0	nest	窝 (鸟窝)	wō	kʰɨ¹	kʰɨ⁵⁵	kʰɨ²⁴	nia³³tɕʰi⁵⁵	by²⁴	jɛ²¹kʰɨ⁵⁵	kʰi²⁴	tə³³tə³³
875	438.0	plow	犁	lí	si̠Hgo̠ᶫ	sɿ̠³³wo̠²¹	sɿ̠³³wo⁵³	ɕi³³gu⁴²	sɿ̠³³gu³³	mo²¹kʰi²¹	tʰaʲo⁵³, tʰa⁵⁵jɔ²¹	so³³ko⁵³
876	149.0	claw; talon	爪	zhǎo; zhuǎ	kʰi¹kji³		kʰɨ⁴⁴tɕi⁴⁴					
877	149.1	claw; talon	爪	zhǎo; zhuǎ	kʰi¹kaŋ³	kʰɨ⁵⁵ko³³			kʰɨ⁵⁵ka³³la³³			
878	150.0	hoof	蹄	tí	kʰi¹by̠ᶫ	bø̠²¹	kʰɨ⁴⁴by⁵³	bə⁴²	tʰi²⁴	kʰi⁵⁵bɑ̠²¹	kʰi⁵⁵bə²¹	tʰi²¹kʰɛ˞³³
879	448.0	whip (horse whip)	鞭子 (马鞭子)	biānzi	la²kʰo̠H	lei⁴⁵pʰi²¹	la²¹kʰu⁴⁴pʰa²¹	lɔ²¹də²⁴	a³⁵ɲi²¹lo²¹ti⁵⁵pʰa²¹	tso⁵⁵wai⁵⁵	tsoŋ³³	la²¹ti³³
880	158.0	willow tree	柳树	liǔshù	ɣi¹mɨ²dze¹	ɣɨ⁵⁵ŋ²¹dzɿ⁵⁵	ɣɨ²⁴mə²¹dzɿ²⁴	i²⁴mʉ²¹dzei²⁴	vv̩˞²⁴ɲi²¹dzɿ²⁴		o²⁴muʲ⁵³jo³¹dʑi²⁴	ɲɛ˞³³m̩²¹sɿ⁵³
881	158.1	willow tree	柳树	liǔshù	ɣi¹mɨ²dze¹	ɣɨ⁵⁵ŋ²¹dzɿ⁵⁵	ɣɨ²⁴mə²¹dzɿ²⁴	i²⁴mʉ²¹dzei²⁴	vv̩˞²⁴ɲi²¹dzɿ²⁴		o²⁴muʲ⁵³jo³¹dʑi²⁴	ɲɛ˞³³m̩²¹sɿ⁵³
882	158.2	willow tree	柳树	liǔshù	ɣi¹mɨ²dze¹	ɣɨ⁵⁵ŋ²¹dzɿ⁵⁵	ɣɨ²⁴mə²¹dzɿ²⁴	i²⁴mʉ²¹dzei²⁴	vv̩˞²⁴ɲi²¹dzɿ²⁴		o²⁴muʲ⁵³jo³¹dʑi²⁴	ɲɛ˞³³m̩²¹sɿ⁵³
883	162.0	buckwheat	荞麦/荞子	qiāomài	ga²	ɦa̤²¹sɛ̤²¹	ɣa²¹	gɔ²¹	go²¹kʰa²¹	go²¹	go²¹	ga²¹kʰa²¹
884	163.0	millet	稷	jì	tsʰy̠ᶫ	tsʰø̠²¹	tɕʰy⁵³	nɔ²¹nə⁵⁵	tsʰʷø³³	tsʰɑ̠²¹	vi²⁴	suei³³pai⁵⁵tsa³³
885	166.0	job's tears	薏苡	yìyǐ	na²baŋ²sɛ²	tsɿ⁵⁵ka⁵⁵	na²¹pu²¹sɛ²¹		ʂʅ²¹sɛ˞²¹	a⁵⁵mu²¹tɕi⁵⁵la³³pɛ⁵⁵	ki³³li³³	ho⁵⁵sɛ˞⁴¹
886	169.0	peanut	花生	huāshēng	loan	lɛ̠²¹ti⁵⁵soŋ³³,lo̠²¹ti⁵⁵soŋ³³	lo²¹ti⁵⁵soŋ³³	lɔ²¹ti⁵⁵ɕiu³³	lo²¹ty⁵⁵soŋ³³	a⁵⁵nu³³tʰa⁵⁵tʰa²¹	a²⁴nu²¹tʰo³³lɛ̃³³	lo²¹soŋ³³
887	170.0	walnut	核桃	hétao	sa²me¹	sɛ̤²¹mi⁵⁵	sa²¹me²⁴	sa²¹mei²⁴	sa²¹my²⁴		ma³³maŋ⁵³	sa²¹mi³³
